회사명,sum_rlt
1078180191_3,2.0
1078180191_4,2.0
1078180508_1,1.0
1078180508_2,0.0
1078180508_3,0.0
1078180508_4,0.0
1078180570_1,4.0
1078180570_2,2.0
1078180570_3,3.0
1078180570_4,1.0
1078180740_1,7.0
1078180740_2,2.0
1078180740_3,5.0
1078180740_4,2.0
1078182578_1,2.0
1078182578_2,3.0
1078182578_3,1.0
1078182578_4,6.0
1078182845_1,1.0
1078182845_2,1.0
1078182845_3,1.0
1078182845_4,1.0
1078183655_1,6.0
1078183655_2,5.0
1078183655_3,1.0
1078183655_4,1.0
1078183811_1,16.0
1078183811_2,19.0
1078183811_3,6.0
1078183811_4,7.0
1078185314_1,10.0
1078185314_2,10.0
1078185314_3,11.0
1078185314_4,13.0
1078185459_1,13.0
1078185459_2,13.0
1078185459_3,13.0
1078185575_1,1.0
1078185575_2,1.0
1078185575_3,2.0
1078185575_4,0.0
1078185804_1,13.0
1078185804_2,13.0
1078186502_1,17.0
1078186502_2,11.0
1078186502_3,5.0
1078186502_4,1.0
1078186915_1,4.0
1078186915_2,11.0
1078186915_3,11.0
1078186915_4,10.0
1078186915_5,4.0
1078187457_1,6.0
1078187457_2,5.0
1078187457_3,2.0
1078187457_4,4.0
1078188723_1,4.0
1078188723_2,15.0
1078188723_3,4.0
1078188723_4,9.0
1078190272_1,13.0
1078190272_2,11.0
1078190272_3,8.0
1078190272_4,8.0
1078190632_1,5.0
1078190632_2,4.0
1078190632_3,4.0
1078190632_4,1.0
1078190869_1,9.0
1078190869_2,23.0
1078190869_3,15.0
1078191311_1,0.0
1078191311_2,0.0
1078191311_3,2.0
1078191311_4,0.0
1078191742_1,8.0
1078191742_2,5.0
1078194002_1,12.0
1078194002_2,9.0
1078194002_3,11.0
1078194002_4,10.0
1078195199_1,21.0
1078195199_2,7.0
1078195199_3,10.0
1078195199_4,2.0
1078195321_1,2.0
1078195321_2,1.0
1078195321_3,2.0
1078195321_4,1.0
1078195471_1,13.0
1078195471_2,13.0
1078195471_3,13.0
1078195530_1,2.0
1078195530_2,5.0
1078195530_3,1.0
1078195530_4,6.0
1078196301_1,10.0
1078196301_2,17.0
1078196301_3,20.0
1078196301_4,21.0
1078197386_1,6.0
1078197386_2,13.0
1078197386_3,2.0
1078197386_4,2.0
1078197687_1,1.0
1078197687_2,1.0
1078197687_3,3.0
1078197687_4,2.0
1078198352_1,3.0
1078198352_2,0.0
1078198352_3,3.0
1078198352_4,1.0
1078199894_1,5.0
1078199894_2,9.0
1078199894_3,9.0
1078199894_4,5.0
1078509236_1,6.0
1078510918_1,8.0
1078515553_1,3.0
1078517532_1,18.0
1078517793_1,3.0
1078518429_1,14.0
1078518429_2,12.0
1078521453_1,10.0
1078521924_1,22.0
1078523034_1,6.0
1078523131_1,9.0
1078523131_2,11.0
1078523989_1,2.0
1078525385_1,3.0
1078525430_1,3.0
1078528311_1,3.0
1078530796_1,0.0
1078530796_2,2.0
1078534910_1,7.0
1078535563_1,2.0
1078537668_1,5.0
1078537843_1,6.0
1078538973_1,5.0
1078538973_2,9.0
1078539365_1,34.0
1078539929_1,34.0
1078540256_1,9.0
1078540256_2,6.0
1078541309_1,21.0
1078541390_1,15.0
1078541406_1,7.0
1078543699_1,50.0
1078543699_2,37.0
1078544233_1,17.0
1078544233_2,24.0
1078544233_3,37.0
1078546584_1,10.0
1078547133_1,3.0
1078547434_1,8.0
1078547434_2,7.0
1078547808_1,7.0
1078547808_2,4.0
1078547899_1,9.0
1078549086_1,13.0
1078549863_1,19.0
1078550147_1,6.0
1078550322_1,6.0
1078550322_2,4.0
1078551258_1,16.0
1078551258_2,27.0
1078551388_1,13.0
1078551812_1,2.0
1078551812_2,0.0
1078552811_1,2.0
1078553601_1,7.0
1078553668_1,23.0
1078553751_1,16.0
1078554987_1,1.0
1078600057_1,16.0
1078600057_2,23.0
1078600057_3,28.0
1078600057_4,3.0
1078600246_1,10.0
1078600246_2,10.0
1078600246_3,1.0
1078600246_4,2.0
1078600324_1,3.0
1078600324_2,2.0
1078600324_3,7.0
1078600324_4,6.0
1078601449_1,13.0
1078601449_2,13.0
1078601449_3,13.0
1078601532_1,24.0
1078601532_2,23.0
1078601532_3,37.0
1078601814_1,2.0
1078601814_2,3.0
1078601814_3,3.0
1078601814_4,3.0
1078601814_5,3.0
1078602297_1,2.0
1078602297_2,3.0
1078602297_3,2.0
1078602297_4,1.0
1078603428_1,0.0
1078603428_2,0.0
1078603428_3,0.0
1078603428_4,1.0
1078603544_1,2.0
1078603544_2,1.0
1078604465_1,19.0
1078605241_1,1.0
1078605241_2,7.0
1078605241_3,4.0
1078605241_4,1.0
1078606221_1,16.0
1078606221_2,0.0
1078606221_3,2.0
1078606221_4,1.0
1078606987_1,34.0
1078606987_2,8.0
1078606987_3,5.0
1078606987_4,0.0
1078607268_1,3.0
1078607268_2,16.0
1078607268_3,17.0
1078608229_1,19.0
1078608229_2,21.0
1078608229_3,32.0
1078608229_4,19.0
1078610443_1,1.0
1078610443_2,1.0
1078610443_3,3.0
1078610443_4,3.0
1078610652_1,16.0
1078610652_2,19.0
1078610652_3,2.0
1078610652_4,8.0
1078610860_1,0.0
1078610860_2,3.0
1078610860_3,0.0
1078610860_4,2.0
1078613891_1,1.0
1078613891_2,3.0
1078613891_3,3.0
1078613891_4,0.0
1078614304_1,4.0
1078614304_2,2.0
1078614304_3,5.0
1078614304_4,5.0
1078614473_1,3.0
1078614473_2,3.0
1078614473_3,3.0
1078614473_4,3.0
1078614513_1,31.0
1078614513_2,2.0
1078614513_3,1.0
1078614513_4,1.0
1078614570_1,3.0
1078614570_2,6.0
1078614570_3,13.0
1078614570_4,7.0
1078614643_1,36.0
1078616054_1,10.0
1078616054_2,9.0
1078616054_3,15.0
1078616054_4,5.0
1078616544_1,4.0
1078616544_2,4.0
1078616544_3,6.0
1078616544_4,1.0
1078617408_1,20.0
1078617408_2,8.0
1078617408_3,28.0
1078617830_1,6.0
1078617830_2,3.0
1078617830_3,2.0
1078617830_4,2.0
1078618241_1,6.0
1078618241_2,10.0
1078618241_3,7.0
1078618241_4,6.0
1078618557_1,4.0
1078618557_2,6.0
1078618557_3,10.0
1078618557_4,16.0
1078618595_1,28.0
1078618595_2,4.0
1078618595_3,3.0
1078618921_1,4.0
1078618921_2,5.0
1078618921_3,0.0
1078618921_4,4.0
1078619406_1,7.0
1078619745_1,9.0
1078619745_2,2.0
1078619745_3,16.0
1078620640_1,9.0
1078620640_2,13.0
1078620897_1,13.0
1078620897_2,13.0
1078620897_3,13.0
1078620897_4,13.0
1078621538_1,3.0
1078621538_2,4.0
1078621538_3,0.0
1078621538_4,2.0
1078621765_1,17.0
1078621765_2,17.0
1078621765_3,0.0
1078621765_4,1.0
1078621858_1,4.0
1078621858_2,2.0
1078622008_1,27.0
1078622008_2,2.0
1078622008_3,7.0
1078622008_4,7.0
1078623496_1,9.0
1078623496_2,11.0
1078623496_3,12.0
1078623496_4,14.0
1078624063_1,16.0
1078624063_2,9.0
1078624267_1,20.0
1078624267_2,4.0
1078624267_3,5.0
1078624267_4,3.0
1078625489_1,3.0
1078625489_2,17.0
1078625489_3,17.0
1078625489_4,5.0
1078626135_1,10.0
1078626135_2,7.0
1078626135_3,5.0
1078626135_4,4.0
1078626265_1,11.0
1078626265_2,7.0
1078626265_3,12.0
1078627018_1,5.0
1078627018_2,3.0
1078627018_3,14.0
1078627018_4,10.0
1078627075_1,2.0
1078627075_2,0.0
1078627075_3,4.0
1078627075_4,4.0
1078627167_1,13.0
1078627167_2,11.0
1078627167_3,18.0
1078627546_1,1.0
1078627546_2,1.0
1078627546_3,1.0
1078627546_4,1.0
1078627599_1,8.0
1078628206_1,12.0
1078628206_2,10.0
1078628206_3,12.0
1078628206_4,13.0
1078630885_1,10.0
1078630885_2,7.0
1078630885_3,7.0
1078631318_1,11.0
1078632618_1,4.0
1078632618_2,5.0
1078632618_3,1.0
1078632618_4,5.0
1078633499_1,3.0
1078633499_2,10.0
1078633499_3,6.0
1078633499_4,8.0
1078635181_1,5.0
1078635181_2,16.0
1078635181_3,5.0
1078635181_4,2.0
1078636496_1,5.0
1078636496_2,3.0
1078636496_3,3.0
1078636496_4,24.0
1078637025_1,7.0
1078637025_2,11.0
1078637025_3,5.0
1078637025_4,1.0
1078637480_1,14.0
1078637480_2,16.0
1078639421_1,1.0
1078639421_2,1.0
1078639421_3,0.0
1078639421_4,0.0
1078640587_1,5.0
1078640587_2,2.0
1078640587_3,8.0
1078640587_4,6.0
1078644093_1,1.0
1078644093_2,0.0
1078644093_3,1.0
1078644093_4,3.0
1078644977_1,2.0
1078644977_2,6.0
1078644977_3,2.0
1078644977_4,2.0
1078645020_1,0.0
1078645020_2,0.0
1078645020_3,0.0
1078645020_4,21.0
1078646107_1,9.0
1078646107_2,2.0
1078646107_3,6.0
1078646107_4,7.0
1078646499_1,8.0
1078646499_2,1.0
1078646499_3,1.0
1078646499_4,1.0
1078646956_1,2.0
1078646956_2,1.0
1078646956_3,1.0
1078646956_4,1.0
1078647125_1,26.0
1078647824_1,3.0
1078647824_2,0.0
1078647824_3,0.0
1078647824_4,4.0
1078648522_1,2.0
1078648522_2,2.0
1078648522_3,0.0
1078648522_4,1.0
1078649026_1,5.0
1078649026_2,4.0
1078649026_3,9.0
1078649026_4,5.0
1078650391_1,2.0
1078650391_2,1.0
1078650391_3,0.0
1078650391_4,1.0
1078650412_1,6.0
1078650412_2,7.0
1078650412_3,8.0
1078651221_1,41.0
1078651221_2,28.0
1078651221_3,27.0
1078651333_1,8.0
1078651333_2,1.0
1078651333_3,2.0
1078651333_4,3.0
1078651949_1,2.0
1078651949_2,2.0
1078651949_3,2.0
1078651949_4,3.0
1078653160_1,15.0
1078653160_2,5.0
1078653160_3,2.0
1078653160_4,1.0
1078653457_1,5.0
1078653971_1,30.0
1078653971_2,17.0
1078653971_3,24.0
1078654228_1,0.0
1078654228_2,3.0
1078654228_3,3.0
1078654228_4,3.0
1078655270_1,11.0
1078655270_2,3.0
1078655270_3,2.0
1078655270_4,6.0
1078657642_1,10.0
1078657642_2,10.0
1078657642_3,10.0
1078657787_1,13.0
1078657787_2,4.0
1078657787_3,8.0
1078657787_4,7.0
1078658980_1,0.0
1078658980_2,1.0
1078658980_3,0.0
1078658995_1,0.0
1078658995_2,0.0
1078658995_3,0.0
1078658995_4,0.0
1078659408_1,4.0
1078659408_2,16.0
1078659408_3,15.0
1078659408_4,16.0
1078659596_1,18.0
1078660069_1,8.0
1078660069_2,4.0
1078660069_3,4.0
1078660069_4,8.0
1078660720_1,3.0
1078660720_2,3.0
1078660720_3,4.0
1078660720_4,6.0
1078661020_1,22.0
1078661020_2,21.0
1078662238_1,13.0
1078662238_2,12.0
1078662238_3,15.0
1078662238_4,4.0
1078663805_1,3.0
1078663805_2,7.0
1078663805_3,13.0
1078663805_4,13.0
1078663921_1,10.0
1078663921_2,10.0
1078663921_3,7.0
1078663921_4,8.0
1078664425_1,2.0
1078664425_2,1.0
1078664425_3,2.0
1078664425_4,13.0
1078665138_1,5.0
1078665138_2,4.0
1078665138_3,6.0
1078665292_1,3.0
1078665292_2,4.0
1078665292_3,5.0
1078665292_4,5.0
1078666194_1,47.0
1078666194_2,46.0
1078666194_3,49.0
1078666194_4,47.0
1078667489_1,4.0
1078667489_2,4.0
1078667489_3,1.0
1078667489_4,2.0
1078668528_1,25.0
1078668528_2,20.0
1078668528_3,20.0
1078668528_4,16.0
1078670096_1,7.0
1078670096_2,13.0
1078670096_3,3.0
1078670096_4,6.0
1078671299_1,2.0
1078671299_2,2.0
1078671299_3,2.0
1078671299_4,5.0
1078671718_1,13.0
1078671718_2,14.0
1078671718_3,7.0
1078671834_1,26.0
1078672376_1,5.0
1078672376_2,1.0
1078672376_3,2.0
1078672376_4,2.0
1078672740_1,33.0
1078675714_1,9.0
1078676260_1,0.0
1078676260_2,0.0
1078676260_3,0.0
1078676260_4,0.0
1078676896_1,11.0
1078676896_2,14.0
1078676896_3,14.0
1078676936_1,22.0
1078676936_2,22.0
1078676936_3,13.0
1078676936_4,12.0
1078676936_5,12.0
1078676936_6,12.0
1078676936_7,35.0
1078677594_1,4.0
1078677594_2,2.0
1078677594_3,2.0
1078677594_4,1.0
1078678216_1,1.0
1078678216_2,1.0
1078678216_3,1.0
1078678216_4,1.0
1078678399_1,13.0
1078678399_2,13.0
1078678399_3,13.0
1078678399_4,13.0
1078678666_1,1.0
1078678666_2,1.0
1078678666_3,0.0
1078678666_4,0.0
1078679286_1,0.0
1078679286_2,1.0
1078679286_3,2.0
1078679286_4,0.0
1078679705_1,0.0
1078679705_2,0.0
1078679705_3,3.0
1078679705_4,4.0
1078679817_1,8.0
1078679817_2,8.0
1078679817_3,13.0
1078679855_1,6.0
1078679855_2,9.0
1078679855_3,8.0
1078679855_4,5.0
1078680124_1,14.0
1078680124_2,12.0
1078680124_3,13.0
1078680124_4,4.0
1078680804_1,5.0
1078680804_2,3.0
1078680804_3,6.0
1078680804_4,6.0
1078680935_1,1.0
1078680935_2,0.0
1078680935_3,0.0
1078680935_4,0.0
1078681502_1,26.0
1078681502_2,22.0
1078681502_3,20.0
1078681502_4,19.0
1078681841_1,5.0
1078681841_2,1.0
1078681841_3,4.0
1078681841_4,8.0
1078682189_1,4.0
1078682189_2,8.0
1078682480_1,0.0
1078682480_2,0.0
1078682480_3,0.0
1078682480_4,0.0
1078682781_1,15.0
1078682781_2,8.0
1078682781_3,3.0
1078682781_4,2.0
1078683174_1,0.0
1078683174_2,0.0
1078683174_3,0.0
1078683174_4,0.0
1078683330_1,44.0
1078683330_2,39.0
1078683330_3,30.0
1078685420_1,1.0
1078685420_2,2.0
1078685420_3,2.0
1078685420_4,1.0
1078685468_1,2.0
1078685468_2,3.0
1078685468_3,12.0
1078685468_4,3.0
1078685570_1,1.0
1078685570_2,2.0
1078685570_3,1.0
1078685570_4,2.0
1078685755_1,3.0
1078685755_2,10.0
1078685755_3,13.0
1078685755_4,4.0
1078686002_1,7.0
1078686002_2,7.0
1078686002_3,2.0
1078686642_1,5.0
1078686642_2,3.0
1078686642_3,5.0
1078686642_4,2.0
1078687281_1,8.0
1078687281_2,7.0
1078687281_3,9.0
1078687281_4,3.0
1078687340_1,3.0
1078687340_2,1.0
1078687340_3,2.0
1078687340_4,4.0
1078689372_1,0.0
1078689372_2,0.0
1078689372_3,0.0
1078689372_4,0.0
1078690001_1,2.0
1078690001_2,2.0
1078690001_3,2.0
1078690001_4,1.0
1078690068_1,0.0
1078690068_2,1.0
1078690068_3,1.0
1078690485_1,4.0
1078690485_2,4.0
1078690485_3,8.0
1078690485_4,9.0
1078691048_1,1.0
1078691048_2,2.0
1078691048_3,2.0
1078692601_1,0.0
1078692601_2,0.0
1078692601_3,0.0
1078692601_4,0.0
1078692673_1,0.0
1078692673_2,0.0
1078692673_3,0.0
1078692673_4,0.0
1078693478_1,28.0
1078693987_1,12.0
1078693987_2,5.0
1078693987_3,4.0
1078693987_4,1.0
1078694647_1,22.0
1078694647_2,25.0
1078694652_1,10.0
1078694652_2,16.0
1078694652_3,7.0
1078694652_4,12.0
1078694711_1,0.0
1078694711_2,1.0
1078694711_3,3.0
1078694711_4,6.0
1078700414_1,5.0
1078700414_2,6.0
1078700414_3,5.0
1078700414_4,15.0
1078700578_1,2.0
1078700578_2,2.0
1078700578_3,1.0
1078700578_4,1.0
1078700980_1,0.0
1078700980_2,0.0
1078700980_3,0.0
1078700980_4,0.0
1078701107_1,0.0
1078701107_2,1.0
1078701107_3,3.0
1078701107_4,3.0
1078701320_1,7.0
1078701320_2,8.0
1078701806_1,17.0
1078701806_2,8.0
1078701806_3,3.0
1078701806_4,8.0
1078701830_1,47.0
1078701830_2,42.0
1078701830_3,38.0
1078701830_4,48.0
1078702144_1,0.0
1078702144_2,0.0
1078702144_3,0.0
1078702144_4,0.0
1078702203_1,9.0
1078702203_2,10.0
1078702203_3,8.0
1078702203_4,10.0
1078702450_1,1.0
1078702450_2,0.0
1078702450_3,0.0
1078702450_4,0.0
1078703430_1,8.0
1078703430_2,5.0
1078703430_3,16.0
1078703895_1,17.0
1078703895_2,11.0
1078703895_3,9.0
1078703895_4,8.0
1078704157_1,10.0
1078704157_2,10.0
1078704690_1,20.0
1078704690_2,22.0
1078704690_3,11.0
1078704690_4,20.0
1078705059_1,30.0
1078705059_2,18.0
1078705059_3,12.0
1078705059_4,12.0
1078705078_1,4.0
1078705078_2,3.0
1078705078_3,5.0
1078705078_4,2.0
1078706325_1,9.0
1078706325_2,8.0
1078706892_1,2.0
1078706892_2,6.0
1078706892_3,4.0
1078706892_4,2.0
1078707396_1,4.0
1078707396_2,6.0
1078707396_3,13.0
1078708129_1,2.0
1078708129_2,2.0
1078708129_3,12.0
1078709109_1,2.0
1078709109_2,0.0
1078709109_3,0.0
1078709109_4,0.0
1078709657_1,1.0
1078709657_2,4.0
1078709657_3,1.0
1078710630_1,1.0
1078710630_2,3.0
1078710630_3,4.0
1078710630_4,4.0
1078711605_1,7.0
1078711605_2,14.0
1078711605_3,3.0
1078711605_4,6.0
1078712434_1,9.0
1078712434_2,7.0
1078712434_3,11.0
1078712434_4,13.0
1078712773_1,1.0
1078712773_2,2.0
1078712773_3,2.0
1078712773_4,1.0
1078714771_1,12.0
1078714771_2,53.0
1078714771_3,17.0
1078714771_4,34.0
1078715163_1,11.0
1078715839_1,0.0
1078715839_2,0.0
1078715839_3,0.0
1078715839_4,0.0
1078715969_1,5.0
1078715969_2,0.0
1078715969_3,3.0
1078715969_4,4.0
1078716916_1,0.0
1078716916_2,0.0
1078716916_3,1.0
1078717254_1,2.0
1078717254_2,7.0
1078717254_3,4.0
1078717254_4,4.0
1078717313_1,4.0
1078717313_2,8.0
1078717313_3,2.0
1078717313_4,12.0
1078717725_1,10.0
1078717725_2,3.0
1078717725_3,5.0
1078717725_4,11.0
1078718194_1,2.0
1078718194_2,2.0
1078718194_3,0.0
1078718520_1,40.0
1078719188_1,2.0
1078719188_2,2.0
1078719188_3,2.0
1078719188_4,12.0
1078719311_1,3.0
1078719311_2,5.0
1078719311_3,3.0
1078719311_4,2.0
1078719548_1,2.0
1078719548_2,3.0
1078719548_3,4.0
1078719548_4,4.0
1078721063_1,9.0
1078721063_2,4.0
1078721419_1,19.0
1078721419_2,22.0
1078721419_3,21.0
1078721419_4,25.0
1078721613_1,6.0
1078721613_2,3.0
1078721613_3,9.0
1078721613_4,12.0
1078721869_1,0.0
1078721869_2,0.0
1078721869_3,6.0
1078721869_4,2.0
1078721971_1,1.0
1078721971_2,2.0
1078721971_3,2.0
1078721971_4,5.0
1078722612_1,0.0
1078722612_2,0.0
1078722612_3,0.0
1078722612_4,0.0
1078722801_1,8.0
1078722801_2,9.0
1078722801_3,7.0
1078722801_4,7.0
1078723080_1,7.0
1078723080_2,12.0
1078723080_3,9.0
1078723080_4,11.0
1078725190_1,7.0
1078725190_2,3.0
1078725190_3,6.0
1078725190_4,6.0
1078726146_1,6.0
1078726146_2,7.0
1078726146_3,3.0
1078726146_4,23.0
1078727261_1,12.0
1078727261_2,10.0
1078727261_3,12.0
1078727261_4,12.0
1078728542_1,12.0
1078728542_2,12.0
1078728542_3,12.0
1078728542_4,12.0
1078732935_1,9.0
1078733759_1,0.0
1078733759_2,0.0
1078733759_3,2.0
1078733759_4,2.0
1078734063_1,27.0
1078737401_1,1.0
1078737401_2,1.0
1078737401_3,1.0
1078737401_4,2.0
1078742277_1,24.0
1078742277_2,40.0
1078742277_3,19.0
1078742277_4,36.0
1078742898_1,2.0
1078742898_2,2.0
1078742898_3,1.0
1078742898_4,1.0
1078743989_1,8.0
1078743989_2,6.0
1078743989_3,1.0
1078743989_4,5.0
1078744106_1,28.0
1078744673_1,14.0
1078744673_2,9.0
1078744673_3,2.0
1078744673_4,10.0
1078744902_1,8.0
1078745143_1,4.0
1078745143_2,2.0
1078745143_3,4.0
1078745143_4,3.0
1078746351_1,9.0
1078746351_2,7.0
1078746351_3,5.0
1078746458_1,11.0
1078746458_2,12.0
1078747383_1,5.0
1078747383_2,3.0
1078747670_1,12.0
1078747670_2,18.0
1078748252_1,28.0
1078748344_1,43.0
1078748344_2,42.0
1078748344_3,40.0
1078748344_4,14.0
1078748456_1,26.0
1078748548_1,0.0
1078748548_2,0.0
1078748548_3,0.0
1078748548_4,0.0
1078752455_1,7.0
1078752455_2,12.0
1078752455_3,12.0
1078753814_1,16.0
1078754832_1,7.0
1078754832_2,6.0
1078754832_3,3.0
1078754832_4,3.0
1078755374_1,2.0
1078755374_2,3.0
1078755374_3,2.0
1078755374_4,5.0
1078755544_1,3.0
1078755544_2,3.0
1078755544_3,6.0
1078755544_4,8.0
1078756427_1,3.0
1078756427_2,12.0
1078756427_3,12.0
1078756427_4,12.0
1078756427_5,12.0
1078758385_1,33.0
1078758385_2,25.0
1078758385_3,14.0
1078758385_4,10.0
1078758857_1,21.0
1078758987_1,9.0
1078758987_2,10.0
1078758987_3,12.0
1078758987_4,10.0
1078760028_1,6.0
1078760028_2,2.0
1078760028_3,2.0
1078760028_4,5.0
1078761124_1,12.0
1078761124_2,2.0
1078761124_3,2.0
1078761124_4,5.0
1078761838_1,4.0
1078761838_2,5.0
1078761838_3,5.0
1078761838_4,7.0
1078762031_1,22.0
1078762216_1,4.0
1078763971_1,2.0
1078763971_2,3.0
1078764946_1,12.0
1078764946_2,10.0
1078764946_3,9.0
1078764946_4,8.0
1078766866_1,27.0
1078767093_1,8.0
1078767093_2,2.0
1078767093_3,22.0
1078767093_4,3.0
1078769257_1,5.0
1078769257_2,3.0
1078769257_3,1.0
1078769257_4,4.0
1078770259_1,4.0
1078770259_2,3.0
1078770259_3,4.0
1078770259_4,3.0
1078772470_1,2.0
1078772470_2,2.0
1078772470_3,6.0
1078775249_1,1.0
1078775249_2,1.0
1078775249_3,6.0
1078775249_4,14.0
1078775991_1,19.0
1078776476_1,14.0
1078776476_2,13.0
1078776947_1,9.0
1078776947_2,9.0
1078776947_3,13.0
1078776947_4,7.0
1078778168_1,1.0
1078778168_2,7.0
1078778168_3,10.0
1078780285_1,7.0
1078780285_2,5.0
1078780285_3,7.0
1078780285_4,3.0
1078780290_1,23.0
1078780290_2,9.0
1078780290_3,4.0
1078780290_4,6.0
1078782599_1,10.0
1078782599_2,0.0
1078782599_3,2.0
1078782599_4,1.0
1078783152_1,5.0
1078783297_1,13.0
1078783297_2,15.0
1078783297_3,10.0
1078783297_4,22.0
1078783360_1,8.0
1078783360_2,8.0
1078783360_3,0.0
1078783360_4,4.0
1078783472_1,0.0
1078783472_2,0.0
1078783472_3,0.0
1078783472_4,0.0
1078784020_1,0.0
1078784020_2,1.0
1078784020_3,4.0
1078784490_1,8.0
1078784490_2,31.0
1078784490_3,18.0
1078784490_4,50.0
1078788496_1,14.0
1078788496_2,27.0
1078788536_1,5.0
1078788536_2,3.0
1078788536_3,7.0
1078789122_1,3.0
1078789122_2,6.0
1078789215_1,13.0
1078789215_2,9.0
1078789215_3,20.0
1078789379_1,29.0
1078789379_2,27.0
1078790463_1,4.0
1078790463_2,6.0
1078790798_1,9.0
1078790798_2,6.0
1078790798_3,4.0
1078790798_4,5.0
1078790880_1,25.0
1078790880_2,18.0
1078790880_3,16.0
1078790880_4,2.0
1078790880_5,4.0
1078791370_1,2.0
1078791593_1,18.0
1078791593_2,31.0
1078791593_3,44.0
1078791593_4,39.0
1078791666_1,4.0
1078791666_2,1.0
1078791666_3,0.0
1078791666_4,3.0
1078791666_5,1.0
1078791986_1,10.0
1078791986_2,0.0
1078791986_3,4.0
1078791986_4,5.0
1078792743_1,26.0
1078792743_2,35.0
1078792743_3,24.0
1078792743_4,8.0
1078792990_1,4.0
1078792990_2,10.0
1078792990_3,7.0
1078792990_4,1.0
1078793081_1,3.0
1078793489_1,4.0
1078793489_2,6.0
1078793489_3,5.0
1078793489_4,4.0
1078794004_1,18.0
1078794004_2,4.0
1078794004_3,5.0
1078794004_4,19.0
1078794436_1,7.0
1078794436_2,6.0
1078794436_3,1.0
1078794436_4,3.0
1078794590_1,2.0
1078794590_2,3.0
1078794590_3,3.0
1078794590_4,3.0
1078794590_5,1.0
1078795677_1,8.0
1078795677_2,3.0
1078795677_3,12.0
1078795677_4,12.0
1078795677_5,12.0
1078796147_1,30.0
1078796147_2,1.0
1078796147_3,17.0
1078796147_4,10.0
1078797199_1,25.0
1078797199_2,17.0
1078797199_3,16.0
1078797199_4,8.0
1078797340_1,39.0
1078797582_1,20.0
1078797582_2,37.0
1078797582_3,55.0
1078797582_4,21.0
1078797864_1,2.0
1078797864_2,0.0
1078797864_3,5.0
1078797864_4,3.0
1078799130_1,12.0
1078799130_2,12.0
1078799616_1,3.0
1078799616_2,3.0
1078799616_3,5.0
1078799616_4,5.0
1078800202_1,29.0
1078800347_1,5.0
1078800347_2,4.0
1078800347_3,12.0
1078800935_1,12.0
1078800935_2,12.0
1078800935_3,12.0
1078801180_1,6.0
1078801180_2,7.0
1078801180_3,7.0
1078801180_4,10.0
1078802632_1,5.0
1078802632_2,2.0
1078802632_3,3.0
1078802632_4,5.0
1078802739_1,2.0
1078802739_2,3.0
1078802739_3,2.0
1078802739_4,5.0
1078802777_1,8.0
1078802777_2,5.0
1078802777_3,12.0
1078802777_4,12.0
1078802966_1,12.0
1078802966_2,12.0
1078803868_1,3.0
1078803868_2,5.0
1078803868_3,3.0
1078804396_1,28.0
1078804396_2,25.0
1078804396_3,21.0
1078804547_1,32.0
1078805852_1,9.0
1078805852_2,10.0
1078805852_3,9.0
1078805852_4,10.0
1078809843_1,15.0
1078809843_2,2.0
1078811674_1,8.0
1078811674_2,4.0
1078811674_3,5.0
1078811674_4,11.0
1078815836_1,4.0
1078815836_2,4.0
1078815836_3,5.0
1078815836_4,7.0
1078816820_1,46.0
1078818376_1,1.0
1078820760_1,34.0
1078820760_2,35.0
1078820815_1,6.0
1078820815_2,7.0
1078820815_3,3.0
1078820815_4,4.0
1078822453_1,0.0
1078822453_2,8.0
1078822453_3,73.0
1078822453_4,83.0
1078825635_1,6.0
1078825635_2,9.0
1078825635_3,9.0
1078825635_4,10.0
1078826051_1,2.0
1078826653_1,42.0
1078826653_2,47.0
1078827439_1,3.0
1078827439_2,4.0
1078827439_3,2.0
1078827439_4,0.0
1078828627_1,4.0
1078828627_2,1.0
1078828627_3,15.0
1078828627_4,8.0
1078828802_1,12.0
1078828802_2,12.0
1078828802_3,12.0
1078829970_1,49.0
1078829970_2,9.0
1078829970_3,10.0
1078829970_4,17.0
1078830841_1,11.0
1078830841_2,18.0
1078830841_3,11.0
1078830841_4,8.0
1078831097_1,50.0
1078832534_1,2.0
1078832534_2,4.0
1078832534_3,1.0
1078832534_4,4.0
1078833417_1,40.0
1078834925_1,29.0
1078834925_2,12.0
1078835166_1,10.0
1078836127_1,56.0
1078836127_2,33.0
1078836127_3,14.0
1078836127_4,5.0
1078836224_1,25.0
1078836826_1,1.0
1078836826_2,1.0
1078836826_3,1.0
1078836826_4,3.0
1078836864_1,10.0
1078836864_2,4.0
1078836864_3,17.0
1078836864_4,8.0
1078837470_1,6.0
1078837470_2,4.0
1078837470_3,5.0
1078837470_4,1.0
1078838464_1,0.0
1078838464_2,2.0
1078839667_1,62.0
1078839954_1,5.0
1078839954_2,4.0
1078841028_1,4.0
1078841085_1,12.0
1078841085_2,12.0
1078841085_3,12.0
1078841315_1,0.0
1078841315_2,0.0
1078841315_3,0.0
1078841315_4,0.0
1078842181_1,14.0
1078842181_2,4.0
1078842181_3,3.0
1078842181_4,6.0
1078842333_1,0.0
1078842333_2,0.0
1078842333_3,5.0
1078842541_1,6.0
1078842541_2,3.0
1078842541_3,5.0
1078842541_4,52.0
1088100996_1,41.0
1088104916_1,0.0
1088104916_2,0.0
