회사명,sum_rlt,휴폐업 여부
1048176058_1,100.0,1.0
1048176058_2,100.0,1.0
1048189024_1,100.0,1.0
1048190104_1,100.0,1.0
1048190104_2,100.0,1.0
1048190104_3,100.0,1.0
1048190104_4,100.0,1.0
1048408018_1,100.0,1.0
1048408018_2,100.0,1.0
1048511709_1,100.0,1.0
1048511709_2,100.0,1.0
1048513013_1,100.0,1.0
1048521094_1,100.0,1.0
1048521605_1,100.0,1.0
1048521605_2,100.0,1.0
1048523582_1,100.0,1.0
1048524198_1,100.0,1.0
1048524621_1,100.0,1.0
1048524621_2,100.0,1.0
1048527254_1,100.0,1.0
1048527818_1,100.0,1.0
1048529271_1,100.0,1.0
1048529422_1,100.0,1.0
1048530759_1,100.0,1.0
1048530759_2,100.0,1.0
1048603943_1,100.0,1.0
1048603943_2,100.0,1.0
1048607124_1,100.0,1.0
1048610425_1,100.0,1.0
1048610425_2,100.0,1.0
1048610425_3,100.0,1.0
1048610425_4,100.0,1.0
1048610425_5,100.0,1.0
1048615435_1,100.0,1.0
1048617336_1,100.0,1.0
1048617336_2,100.0,1.0
1048617336_3,100.0,1.0
1048617336_4,100.0,1.0
1048632297_1,100.0,1.0
1048632297_2,100.0,1.0
1048632297_3,100.0,1.0
1048632297_4,100.0,1.0
1048632297_5,100.0,1.0
1048634387_1,100.0,1.0
1048634387_2,100.0,1.0
1048634387_3,100.0,1.0
1048637201_1,100.0,1.0
1048638286_1,100.0,1.0
1048638990_1,100.0,1.0
1048639548_1,100.0,1.0
1048639548_2,100.0,1.0
1048639548_3,100.0,1.0
1048641234_1,100.0,1.0
1048641234_2,100.0,1.0
1048644231_1,100.0,1.0
1048644231_2,100.0,1.0
1048652653_1,100.0,1.0
1048652653_2,100.0,1.0
1048655515_1,100.0,1.0
1048655515_2,100.0,1.0
1048657245_1,100.0,1.0
1048657245_2,100.0,1.0
1048700171_1,100.0,1.0
1048700263_1,100.0,1.0
1048700263_2,100.0,1.0
1048700846_1,100.0,1.0
1048700870_1,100.0,1.0
1048800862_1,100.0,1.0
1048801110_1,100.0,1.0
1058159746_1,100.0,1.0
1058159746_2,100.0,1.0
1058160656_1,100.0,1.0
1058160656_2,100.0,1.0
1058166586_1,100.0,1.0
1058168755_1,100.0,1.0
1058173262_1,100.0,1.0
1058182252_1,100.0,1.0
1058182252_2,100.0,1.0
1058405917_1,100.0,1.0
1058405917_2,100.0,1.0
1058508852_1,100.0,1.0
1058522228_1,100.0,1.0
1058522228_2,100.0,1.0
1058523251_1,100.0,1.0
1058524721_1,100.0,1.0
1058531668_1,100.0,1.0
1058534234_1,100.0,1.0
1058535913_1,100.0,1.0
1058535932_1,100.0,1.0
1058535984_1,100.0,1.0
1058537492_1,100.0,1.0
1058538322_1,100.0,1.0
1058539302_1,100.0,1.0
1058539807_1,100.0,1.0
1058609163_1,100.0,1.0
1058612125_1,100.0,1.0
1058612125_2,100.0,1.0
1058617867_1,100.0,1.0
1058622491_1,100.0,1.0
1058622491_2,100.0,1.0
1058642648_1,100.0,1.0
1058653179_1,100.0,1.0
1058661437_1,100.0,1.0
1058661437_2,100.0,1.0
1058662377_1,100.0,1.0
1058670799_1,100.0,1.0
1058673592_1,100.0,1.0
1058673592_2,100.0,1.0
1058673592_3,100.0,1.0
1058675019_1,100.0,1.0
1058675019_2,100.0,1.0
1058677754_1,100.0,1.0
1058677754_2,100.0,1.0
1058689226_1,100.0,1.0
1058689226_2,100.0,1.0
1058692115_1,100.0,1.0
1058692115_2,100.0,1.0
1058692115_3,100.0,1.0
1058694132_1,100.0,1.0
1058701057_1,100.0,1.0
1058704772_1,100.0,1.0
1058714950_1,100.0,1.0
1058721790_1,100.0,1.0
1058721790_2,100.0,1.0
1058725082_1,100.0,1.0
1058725082_2,100.0,1.0
1058732389_1,100.0,1.0
1058732389_2,100.0,1.0
1058743213_1,100.0,1.0
1058743566_1,100.0,1.0
1058743566_2,100.0,1.0
1058743891_1,100.0,1.0
1058744172_1,100.0,1.0
1058744172_2,100.0,1.0
1058744172_3,100.0,1.0
1058745263_1,100.0,1.0
1058745905_1,100.0,1.0
1058755081_1,100.0,1.0
1058755081_2,100.0,1.0
1058755155_1,100.0,1.0
1058755155_2,100.0,1.0
1058759850_1,100.0,1.0
1058759942_1,100.0,1.0
1058760978_1,100.0,1.0
1058770194_1,100.0,1.0
1058770194_2,100.0,1.0
1058773702_1,100.0,1.0
1058773702_2,100.0,1.0
1058775812_1,100.0,1.0
1058775812_2,100.0,1.0
1058777620_1,100.0,1.0
1058782064_1,100.0,1.0
1058782083_1,100.0,1.0
1058782822_1,100.0,1.0
1058783097_1,100.0,1.0
1058783097_2,100.0,1.0
1058786323_1,100.0,1.0
1058786323_2,100.0,1.0
1058786323_3,100.0,1.0
1058787206_1,100.0,1.0
1058789179_1,100.0,1.0
1058789179_2,100.0,1.0
1058789621_1,100.0,1.0
1058789621_2,100.0,1.0
1058797946_1,100.0,1.0
1058801559_1,100.0,1.0
1058802413_1,100.0,1.0
1058802413_2,100.0,1.0
1058802413_3,100.0,1.0
1058807422_1,100.0,1.0
1058807567_1,100.0,1.0
1058808208_1,100.0,1.0
1058808794_1,100.0,1.0
1058808794_2,100.0,1.0
1058808794_3,100.0,1.0
1058809338_1,100.0,1.0
1058809357_1,100.0,1.0
1058811436_1,100.0,1.0
1058811436_2,100.0,1.0
1058812304_1,100.0,1.0
1058812304_2,100.0,1.0
1058812809_1,100.0,1.0
1058813278_1,100.0,1.0
1058813278_2,100.0,1.0
1058815669_1,100.0,1.0
1068142253_1,100.0,1.0
1068142253_2,100.0,1.0
1068146093_1,100.0,1.0
1068146093_2,100.0,1.0
1068160912_1,100.0,1.0
1068171724_1,100.0,1.0
1068173872_1,100.0,1.0
1068179240_1,100.0,1.0
1068191619_1,100.0,1.0
1068191619_2,100.0,1.0
1068519459_1,100.0,1.0
1068519459_2,100.0,1.0
1068519916_1,100.0,1.0
1068520859_1,100.0,1.0
1068520859_2,100.0,1.0
1068521106_1,100.0,1.0
1068521969_1,100.0,1.0
1068521969_2,100.0,1.0
1068523822_1,100.0,1.0
1068527814_1,100.0,1.0
1068529302_1,100.0,1.0
1068533897_1,100.0,1.0
1068536609_1,100.0,1.0
1068536609_2,100.0,1.0
1068537248_1,100.0,1.0
1068537253_1,100.0,1.0
1068537724_1,100.0,1.0
1068539931_1,100.0,1.0
1068540627_1,100.0,1.0
1068540739_1,100.0,1.0
1068540743_1,100.0,1.0
1068540758_1,100.0,1.0
1068540777_1,100.0,1.0
1068544749_1,100.0,1.0
1068544749_2,100.0,1.0
1068601790_1,100.0,1.0
1068601790_2,100.0,1.0
1068611793_1,100.0,1.0
1068611793_2,100.0,1.0
1068615732_1,100.0,1.0
1068625002_1,100.0,1.0
1068625002_2,100.0,1.0
1068625002_3,100.0,1.0
1068625128_1,100.0,1.0
1068625128_2,100.0,1.0
1068633308_1,100.0,1.0
1068640774_1,100.0,1.0
1068640774_2,100.0,1.0
1068650758_1,100.0,1.0
1068653959_1,100.0,1.0
1068656941_1,100.0,1.0
1068656941_2,100.0,1.0
1068657218_1,100.0,1.0
1068657218_2,100.0,1.0
1068659856_1,100.0,1.0
1068659856_2,100.0,1.0
1068660275_1,100.0,1.0
1068660498_1,100.0,1.0
1068660708_1,100.0,1.0
1068666890_1,100.0,1.0
1068667701_1,100.0,1.0
1068674274_1,100.0,1.0
1068674274_2,100.0,1.0
1068676457_1,100.0,1.0
1068680679_1,100.0,1.0
1068680984_1,100.0,1.0
1068684087_1,100.0,1.0
1068684296_1,100.0,1.0
1068684296_2,100.0,1.0
1068687390_1,100.0,1.0
1068687390_2,100.0,1.0
1068687390_3,100.0,1.0
1068689501_1,100.0,1.0
1068689501_2,100.0,1.0
1068689549_1,100.0,1.0
1068689549_2,100.0,1.0
1068690425_1,100.0,1.0
1068690425_2,100.0,1.0
1068692817_1,100.0,1.0
1068703005_1,100.0,1.0
1068703188_1,100.0,1.0
1068704232_1,100.0,1.0
1068704232_2,100.0,1.0
1068706545_1,100.0,1.0
1068708301_1,100.0,1.0
1068708301_2,100.0,1.0
1068710146_1,100.0,1.0
1068710146_2,100.0,1.0
1078113635_1,100.0,1.0
1078122075_1,100.0,1.0
1078122075_2,100.0,1.0
1078153689_1,100.0,1.0
1078155843_1,100.0,1.0
1078155843_2,100.0,1.0
1078155843_3,100.0,1.0
1078155843_4,100.0,1.0
1078157929_1,100.0,1.0
1078178531_1,100.0,1.0
1078178531_2,100.0,1.0
1078509236_1,100.0,1.0
1078510918_1,100.0,1.0
1078517532_1,100.0,1.0
1078521924_1,100.0,1.0
1078523131_1,100.0,1.0
1078523131_2,100.0,1.0
1078525385_1,100.0,1.0
1078525430_1,100.0,1.0
1078528311_1,100.0,1.0
1078539365_1,100.0,1.0
1078539929_1,100.0,1.0
1078541309_1,100.0,1.0
1078543699_1,100.0,1.0
1078543699_2,100.0,1.0
1078547133_1,100.0,1.0
1078547808_1,100.0,1.0
1078547808_2,100.0,1.0
1078547899_1,100.0,1.0
1078549086_1,100.0,1.0
1078549863_1,100.0,1.0
1078550147_1,100.0,1.0
1078551258_1,100.0,1.0
1078551258_2,100.0,1.0
1078551388_1,100.0,1.0
1078552811_1,100.0,1.0
1078553751_1,100.0,1.0
1078604465_1,100.0,1.0
1078614643_1,100.0,1.0
1078619406_1,100.0,1.0
1078620640_1,100.0,1.0
1078620640_2,100.0,1.0
1078624063_1,100.0,1.0
1078624063_2,100.0,1.0
1078627167_1,100.0,1.0
1078627167_2,100.0,1.0
1078627167_3,100.0,1.0
1078627599_1,100.0,1.0
1078631318_1,100.0,1.0
1078637480_1,100.0,1.0
1078637480_2,100.0,1.0
1078653457_1,100.0,1.0
1078657642_1,100.0,1.0
1078657642_2,100.0,1.0
1078657642_3,100.0,1.0
1078661020_1,100.0,1.0
1078661020_2,100.0,1.0
1078666194_1,100.0,1.0
1078666194_2,100.0,1.0
1078666194_3,100.0,1.0
1078666194_4,100.0,1.0
1078671718_1,100.0,1.0
1078671718_2,100.0,1.0
1078671718_3,100.0,1.0
1078671834_1,100.0,1.0
1078672740_1,100.0,1.0
1078676936_1,100.0,1.0
1078676936_2,100.0,1.0
1078676936_3,100.0,1.0
1078676936_4,100.0,1.0
1078676936_5,100.0,1.0
1078676936_6,100.0,1.0
1078676936_7,100.0,1.0
1078685468_1,100.0,1.0
1078685468_2,100.0,1.0
1078685468_3,100.0,1.0
1078685468_4,100.0,1.0
1078693478_1,100.0,1.0
1078694647_1,100.0,1.0
1078694647_2,100.0,1.0
1078703430_1,100.0,1.0
1078703430_2,100.0,1.0
1078703430_3,100.0,1.0
1078704157_1,100.0,1.0
1078704157_2,100.0,1.0
1078706325_1,100.0,1.0
1078706325_2,100.0,1.0
1078718520_1,100.0,1.0
1078734063_1,100.0,1.0
1078744106_1,100.0,1.0
1078746458_1,100.0,1.0
1078746458_2,100.0,1.0
1078747383_1,100.0,1.0
1078747383_2,100.0,1.0
1078747670_1,100.0,1.0
1078747670_2,100.0,1.0
1078748252_1,100.0,1.0
1078758857_1,100.0,1.0
1078762031_1,100.0,1.0
1078762216_1,100.0,1.0
1078766866_1,100.0,1.0
1078775991_1,100.0,1.0
1078788536_1,100.0,1.0
1078788536_2,100.0,1.0
1078788536_3,100.0,1.0
1078789215_1,100.0,1.0
1078789215_2,100.0,1.0
1078789215_3,100.0,1.0
1078789379_1,100.0,1.0
1078789379_2,100.0,1.0
1078791370_1,100.0,1.0
1078797340_1,100.0,1.0
1078797582_1,100.0,1.0
1078797582_2,100.0,1.0
1078797582_3,100.0,1.0
1078797582_4,100.0,1.0
1078800202_1,100.0,1.0
1078804547_1,100.0,1.0
1078816820_1,100.0,1.0
1078826653_1,100.0,1.0
1078826653_2,100.0,1.0
1078831097_1,100.0,1.0
1078833417_1,100.0,1.0
1078834925_1,100.0,1.0
1078834925_2,100.0,1.0
1078835166_1,100.0,1.0
1078836224_1,100.0,1.0
1078839667_1,100.0,1.0
1078839954_1,100.0,1.0
1078839954_2,100.0,1.0
1088100996_1,100.0,1.0
1088117861_1,100.0,1.0
1088117861_2,100.0,1.0
1088121915_1,100.0,1.0
1088124101_1,100.0,1.0
1088124101_2,100.0,1.0
1088125279_1,100.0,1.0
1088129222_1,100.0,1.0
1088143199_1,100.0,1.0
1088143199_2,100.0,1.0
1088149500_1,100.0,1.0
1088149500_2,100.0,1.0
1088172108_1,100.0,1.0
1088172108_2,100.0,1.0
1088172108_3,100.0,1.0
1088172694_1,100.0,1.0
1088172883_1,100.0,1.0
1088175328_1,100.0,1.0
1088188987_1,100.0,1.0
1088199617_1,100.0,1.0
1088515255_1,100.0,1.0
1088519926_1,100.0,1.0
1088521136_1,100.0,1.0
1088522474_1,100.0,1.0
1088523944_1,100.0,1.0
1088524356_1,100.0,1.0
1088524356_2,100.0,1.0
1088525428_1,100.0,1.0
1088525641_1,100.0,1.0
1088526427_1,100.0,1.0
1088530294_1,100.0,1.0
1088604003_1,100.0,1.0
1088607145_1,100.0,1.0
1088608348_1,100.0,1.0
1088612221_1,100.0,1.0
1088612221_2,100.0,1.0
1088612221_3,100.0,1.0
1088615081_1,100.0,1.0
1088615271_1,100.0,1.0
1088800826_1,100.0,1.0
1088800826_2,100.0,1.0
1088800826_3,100.0,1.0
1098102376_1,100.0,1.0
1098102376_2,100.0,1.0
1098124026_1,100.0,1.0
1098124026_2,100.0,1.0
1098124026_3,100.0,1.0
1098124026_4,100.0,1.0
1098143760_1,100.0,1.0
1098147714_1,100.0,1.0
1098150747_1,100.0,1.0
1098151877_1,100.0,1.0
1098171306_1,100.0,1.0
1098172474_1,100.0,1.0
1098172474_2,100.0,1.0
1098172474_3,100.0,1.0
1098181008_1,100.0,1.0
1098185421_1,100.0,1.0
1098189183_1,100.0,1.0
1098192640_1,100.0,1.0
1098195778_1,100.0,1.0
1098195778_2,100.0,1.0
1098198023_1,100.0,1.0
1098198023_2,100.0,1.0
1098526250_1,100.0,1.0
1098526639_1,100.0,1.0
1098528068_1,100.0,1.0
1098528068_2,100.0,1.0
1098529219_1,100.0,1.0
1098536286_1,100.0,1.0
1098539944_1,100.0,1.0
1098539944_2,100.0,1.0
1098601824_1,100.0,1.0
1098601824_2,100.0,1.0
1098608147_1,100.0,1.0
1098608531_1,100.0,1.0
1098611657_1,100.0,1.0
1098613150_1,100.0,1.0
1098614111_1,100.0,1.0
1098617286_1,100.0,1.0
1098617286_2,100.0,1.0
1098624278_1,100.0,1.0
1098624278_2,100.0,1.0
1098628240_1,100.0,1.0
1098628537_1,100.0,1.0
1098629292_1,100.0,1.0
1098629292_2,100.0,1.0
1098629481_1,100.0,1.0
1098629711_1,100.0,1.0
1098629711_2,100.0,1.0
1098634650_1,100.0,1.0
1098640211_1,100.0,1.0
1098640211_2,100.0,1.0
1098648192_1,100.0,1.0
1098654020_1,100.0,1.0
1098700079_1,100.0,1.0
1108146980_1,100.0,1.0
1108152032_1,100.0,1.0
1108166875_1,100.0,1.0
1108166875_2,100.0,1.0
1108168534_1,100.0,1.0
1108168534_2,100.0,1.0
1108168534_3,100.0,1.0
1108177386_1,100.0,1.0
1108182370_1,100.0,1.0
1108183608_1,100.0,1.0
1108183608_2,100.0,1.0
1108183608_3,100.0,1.0
1108183608_4,100.0,1.0
1108186997_1,100.0,1.0
1108189960_1,100.0,1.0
1108195574_1,100.0,1.0
1108195574_2,100.0,1.0
1108195574_3,100.0,1.0
1108509227_1,100.0,1.0
1108511780_1,100.0,1.0
1108511780_2,100.0,1.0
1108515355_1,100.0,1.0
1108517178_1,100.0,1.0
1108519327_1,100.0,1.0
1108519778_1,100.0,1.0
1108520111_1,100.0,1.0
1108520111_2,100.0,1.0
1108520237_1,100.0,1.0
1108520237_2,100.0,1.0
1108521726_1,100.0,1.0
1108525703_1,100.0,1.0
1108525853_1,100.0,1.0
1108527583_1,100.0,1.0
1108527642_1,100.0,1.0
1108528277_1,100.0,1.0
1108529015_1,100.0,1.0
1108531127_1,100.0,1.0
1108606722_1,100.0,1.0
1108606722_2,100.0,1.0
1108606722_3,100.0,1.0
1108606722_4,100.0,1.0
1108607454_1,100.0,1.0
1108607454_2,100.0,1.0
1108607454_3,100.0,1.0
1108609511_1,100.0,1.0
1108609511_2,100.0,1.0
1108614218_1,100.0,1.0
1108614727_1,100.0,1.0
1108615954_1,100.0,1.0
1108615954_2,100.0,1.0
1108616026_1,100.0,1.0
1108616026_2,100.0,1.0
1108700458_1,100.0,1.0
1108700458_2,100.0,1.0
1108800722_1,100.0,1.0
1118131044_1,100.0,1.0
1118133566_1,100.0,1.0
1118133566_2,100.0,1.0
1118133566_3,100.0,1.0
1128110270_1,100.0,1.0
1128110270_2,100.0,1.0
1128120900_1,100.0,1.0
1128601121_1,100.0,1.0
1128601121_2,100.0,1.0
1128700643_1,100.0,1.0
1128700643_2,100.0,1.0
1128700643_3,100.0,1.0
1128800636_1,100.0,1.0
1128800636_2,100.0,1.0
1138104937_1,100.0,1.0
1138120806_1,100.0,1.0
1138130022_1,100.0,1.0
1138130022_2,100.0,1.0
1138130022_3,100.0,1.0
1138135804_1,100.0,1.0
1138135804_2,100.0,1.0
1138144865_1,100.0,1.0
1138144865_2,100.0,1.0
1138144865_3,100.0,1.0
1138150256_1,100.0,1.0
1138151013_1,100.0,1.0
1138155737_1,100.0,1.0
1138165986_1,100.0,1.0
1138165986_2,100.0,1.0
1138172357_1,100.0,1.0
1138172357_2,100.0,1.0
1138172357_3,100.0,1.0
1138172605_1,100.0,1.0
1138172605_2,100.0,1.0
1138172605_3,100.0,1.0
1138172890_1,100.0,1.0
1138179286_1,100.0,1.0
1138180314_1,100.0,1.0
1138181841_1,100.0,1.0
1138186564_1,100.0,1.0
1138511945_1,100.0,1.0
1138514879_1,100.0,1.0
1138516294_1,100.0,1.0
1138525129_1,100.0,1.0
1138527850_1,100.0,1.0
1138528825_1,100.0,1.0
1138531617_1,100.0,1.0
1138538847_1,100.0,1.0
1138610211_1,100.0,1.0
1138610400_1,100.0,1.0
1138610676_1,100.0,1.0
1138611001_1,100.0,1.0
1138611001_2,100.0,1.0
1138620801_1,100.0,1.0
1138620801_2,100.0,1.0
1138620801_3,100.0,1.0
1138623389_1,100.0,1.0
1138623389_2,100.0,1.0
1138623389_3,100.0,1.0
1138624452_1,100.0,1.0
1138624452_2,100.0,1.0
1138633344_1,100.0,1.0
1138634474_1,100.0,1.0
1138634474_2,100.0,1.0
1138635769_1,100.0,1.0
1138638510_1,100.0,1.0
1138638766_1,100.0,1.0
1138643745_1,100.0,1.0
1138645253_1,100.0,1.0
1138647606_1,100.0,1.0
1138651605_1,100.0,1.0
1138655431_1,100.0,1.0
1138655431_2,100.0,1.0
1138655431_3,100.0,1.0
1138659738_1,100.0,1.0
1138659835_1,100.0,1.0
1138659835_2,100.0,1.0
1138659835_3,100.0,1.0
1138664624_1,100.0,1.0
1138669143_1,100.0,1.0
1138669143_2,100.0,1.0
1138673875_1,100.0,1.0
1138673875_2,100.0,1.0
1138674535_1,100.0,1.0
1138675835_1,100.0,1.0
1138675835_2,100.0,1.0
1138676213_1,100.0,1.0
1138678680_1,100.0,1.0
1138678680_2,100.0,1.0
1138680075_1,100.0,1.0
1138682409_1,100.0,1.0
1138683484_1,100.0,1.0
1138687840_1,100.0,1.0
1138688999_1,100.0,1.0
1138701117_1,100.0,1.0
1138800930_1,100.0,1.0
1148122210_1,100.0,1.0
1148122210_2,100.0,1.0
1148122210_3,100.0,1.0
1148173344_1,100.0,1.0
1148173344_2,100.0,1.0
1148178674_1,100.0,1.0
1148178674_2,100.0,1.0
1148520942_1,100.0,1.0
1148521238_1,100.0,1.0
1148524837_1,100.0,1.0
1148525234_1,100.0,1.0
1148527891_1,100.0,1.0
1148529996_1,100.0,1.0
1148531134_1,100.0,1.0
1148531134_2,100.0,1.0
1148531847_1,100.0,1.0
1148531944_1,100.0,1.0
1148532171_1,100.0,1.0
1148532453_1,100.0,1.0
1148532695_1,100.0,1.0
1148532695_2,100.0,1.0
1148532695_3,100.0,1.0
1148533340_1,100.0,1.0
1148535315_1,100.0,1.0
1148617537_1,100.0,1.0
1148617537_2,100.0,1.0
1148620269_1,100.0,1.0
1148621195_1,100.0,1.0
1148621195_2,100.0,1.0
1148626453_1,100.0,1.0
1148642341_1,100.0,1.0
1148642341_2,100.0,1.0
1148650875_1,100.0,1.0
1148650875_2,100.0,1.0
1148651379_1,100.0,1.0
1148651379_2,100.0,1.0
1148660387_1,100.0,1.0
1148660387_2,100.0,1.0
1148661300_1,100.0,1.0
1148661300_2,100.0,1.0
1148668754_1,100.0,1.0
1148668754_2,100.0,1.0
1148668754_3,100.0,1.0
1148676273_1,100.0,1.0
1148676273_2,100.0,1.0
1148677419_1,100.0,1.0
1148682116_1,100.0,1.0
1148682116_2,100.0,1.0
1148682116_3,100.0,1.0
1148689671_1,100.0,1.0
1148694228_1,100.0,1.0
1148694228_2,100.0,1.0
1148694816_1,100.0,1.0
1148700635_1,100.0,1.0
1148700635_2,100.0,1.0
1148700635_3,100.0,1.0
1148702287_1,100.0,1.0
1148702287_2,100.0,1.0
1148702287_3,100.0,1.0
1148708393_1,100.0,1.0
1148708393_2,100.0,1.0
1148708656_1,100.0,1.0
1148708656_2,100.0,1.0
1148712617_1,100.0,1.0
1148712617_2,100.0,1.0
1148713391_1,100.0,1.0
1148713391_2,100.0,1.0
1148713391_3,100.0,1.0
1148717607_1,100.0,1.0
1148718514_1,100.0,1.0
1148718514_2,100.0,1.0
1148718514_3,100.0,1.0
1148720965_1,100.0,1.0
1148720965_2,100.0,1.0
1148720965_3,100.0,1.0
1148720965_4,100.0,1.0
1148722658_1,100.0,1.0
1148722658_2,100.0,1.0
1148724767_1,100.0,1.0
1148725034_1,100.0,1.0
1148725034_2,100.0,1.0
1148725034_3,100.0,1.0
1148800952_1,100.0,1.0
1148800952_2,100.0,1.0
1168109848_1,100.0,1.0
1168111214_1,100.0,1.0
1168132785_1,100.0,1.0
1168132785_2,100.0,1.0
1168141421_1,100.0,1.0
1168141421_2,100.0,1.0
1168141421_3,100.0,1.0
1168142134_1,100.0,1.0
1168142134_2,100.0,1.0
1168154697_1,100.0,1.0
1168166567_1,100.0,1.0
1168171212_1,100.0,1.0
1168171212_2,100.0,1.0
1168177647_1,100.0,1.0
1168194632_1,100.0,1.0
1168194632_2,100.0,1.0
1168194632_3,100.0,1.0
1168195024_1,100.0,1.0
1168195024_2,100.0,1.0
1168195024_3,100.0,1.0
1168404145_1,100.0,1.0
1168404145_2,100.0,1.0
1168505030_1,100.0,1.0
1168600478_1,100.0,1.0
1168600478_2,100.0,1.0
1168800185_1,100.0,1.0
1168800185_2,100.0,1.0
1168800400_1,100.0,1.0
1168800400_2,100.0,1.0
1178141254_1,100.0,1.0
1178155573_1,100.0,1.0
1178157488_1,100.0,1.0
1178159069_1,100.0,1.0
1178162002_1,100.0,1.0
1178175507_1,100.0,1.0
1178175507_2,100.0,1.0
1178184103_1,100.0,1.0
1178184103_2,100.0,1.0
1178184103_3,100.0,1.0
1178184909_1,100.0,1.0
1178184909_2,100.0,1.0
1178186983_1,100.0,1.0
1178187911_1,100.0,1.0
1178190681_1,100.0,1.0
1178505523_1,100.0,1.0
1178511990_1,100.0,1.0
1178511990_2,100.0,1.0
1178512626_1,100.0,1.0
1178516210_1,100.0,1.0
1178521616_1,100.0,1.0
1178521988_1,100.0,1.0
1178523098_1,100.0,1.0
1178523706_1,100.0,1.0
1178600603_1,100.0,1.0
1178600603_2,100.0,1.0
1178701292_1,100.0,1.0
1188101181_1,100.0,1.0
1188109432_1,100.0,1.0
1188121552_1,100.0,1.0
1188122814_1,100.0,1.0
1188132840_1,100.0,1.0
1188500502_1,100.0,1.0
1188504395_1,100.0,1.0
1198102602_1,100.0,1.0
1198102602_2,100.0,1.0
1198102602_3,100.0,1.0
1198106122_1,100.0,1.0
1198106122_2,100.0,1.0
1198116969_1,100.0,1.0
1198121477_1,100.0,1.0
1198125963_1,100.0,1.0
1198125963_2,100.0,1.0
1198128709_1,100.0,1.0
1198129810_1,100.0,1.0
1198129810_2,100.0,1.0
1198131150_1,100.0,1.0
1198132881_1,100.0,1.0
1198141022_1,100.0,1.0
1198141022_2,100.0,1.0
1198141022_3,100.0,1.0
1198143369_1,100.0,1.0
1198143369_2,100.0,1.0
1198143369_3,100.0,1.0
1198144882_1,100.0,1.0
1198149534_1,100.0,1.0
1198152117_1,100.0,1.0
1198152117_2,100.0,1.0
1198158654_1,100.0,1.0
1198162269_1,100.0,1.0
1198171598_1,100.0,1.0
1198171598_2,100.0,1.0
1198172831_1,100.0,1.0
1198172831_2,100.0,1.0
1198172831_3,100.0,1.0
1198175293_1,100.0,1.0
1198175293_2,100.0,1.0
1198178102_1,100.0,1.0
1198180684_1,100.0,1.0
1198181757_1,100.0,1.0
1198187988_1,100.0,1.0
1198189967_1,100.0,1.0
1198191411_1,100.0,1.0
1198194460_1,100.0,1.0
1198195299_1,100.0,1.0
1198195299_2,100.0,1.0
1198196357_1,100.0,1.0
1198197017_1,100.0,1.0
1198197017_2,100.0,1.0
1198197962_1,100.0,1.0
1198197962_2,100.0,1.0
1198401152_1,100.0,1.0
1198501159_1,100.0,1.0
1198510605_1,100.0,1.0
1198513164_1,100.0,1.0
1198514523_1,100.0,1.0
1198514708_1,100.0,1.0
1198526276_1,100.0,1.0
1198526602_1,100.0,1.0
1198528328_1,100.0,1.0
1198532254_1,100.0,1.0
1198533520_1,100.0,1.0
1198534359_1,100.0,1.0
1198534359_2,100.0,1.0
1198534567_1,100.0,1.0
1198534683_1,100.0,1.0
1198535737_1,100.0,1.0
1198535737_2,100.0,1.0
1198536852_1,100.0,1.0
1198536944_1,100.0,1.0
1198537225_1,100.0,1.0
1198537259_1,100.0,1.0
1198537598_1,100.0,1.0
1198540109_1,100.0,1.0
1198602169_1,100.0,1.0
1198605211_1,100.0,1.0
1198606239_1,100.0,1.0
1198606239_2,100.0,1.0
1198607688_1,100.0,1.0
1198612459_1,100.0,1.0
1198622321_1,100.0,1.0
1198622321_2,100.0,1.0
1198624047_1,100.0,1.0
1198624047_2,100.0,1.0
1198624315_1,100.0,1.0
1198625463_1,100.0,1.0
1198627520_1,100.0,1.0
1198627520_2,100.0,1.0
1198632718_1,100.0,1.0
1198632718_2,100.0,1.0
1198633755_1,100.0,1.0
1198633755_2,100.0,1.0
1198634564_1,100.0,1.0
1198634564_2,100.0,1.0
1198634564_3,100.0,1.0
1198635904_1,100.0,1.0
1198638459_1,100.0,1.0
1198643461_1,100.0,1.0
1198645945_1,100.0,1.0
1198645945_2,100.0,1.0
1198645945_3,100.0,1.0
1198648258_1,100.0,1.0
1198654046_1,100.0,1.0
1198654046_2,100.0,1.0
1198654046_3,100.0,1.0
1198658023_1,100.0,1.0
1198658630_1,100.0,1.0
1198658630_2,100.0,1.0
1198658630_3,100.0,1.0
1198662624_1,100.0,1.0
1198668287_1,100.0,1.0
1198668287_2,100.0,1.0
1198669141_1,100.0,1.0
1198676434_1,100.0,1.0
1198677831_1,100.0,1.0
1198677831_2,100.0,1.0
1198677831_3,100.0,1.0
1198678581_1,100.0,1.0
1198678640_1,100.0,1.0
1198680850_1,100.0,1.0
1198680850_2,100.0,1.0
1198680850_3,100.0,1.0
1198682523_1,100.0,1.0
1198682523_2,100.0,1.0
1198683880_1,100.0,1.0
1198683880_2,100.0,1.0
1198686567_1,100.0,1.0
1198686567_2,100.0,1.0
1198686795_1,100.0,1.0
1198688226_1,100.0,1.0
1198691041_1,100.0,1.0
1198691231_1,100.0,1.0
1198691231_2,100.0,1.0
1198691231_3,100.0,1.0
1198692808_1,100.0,1.0
1198692808_2,100.0,1.0
1198700324_1,100.0,1.0
1198700324_2,100.0,1.0
1198700630_1,100.0,1.0
